deviceId;deviceName;Dictionary;Load;Count;Sort;Config;Reshape;Build;TreeMemory;TreeLevels;Depth;TreeMemoryUniqueOnly;ChildrenMemory;ChildrenCountsMemory;ScanMemory;PreScanMemory;PermuationMemory;LengthsMemory;MasksPartsMemory;ContainerSumMemory;ContainerItemsMemory;ContainerStartsMemory;ContainerLengthsMemory;Find;Match;RandomCount;RandomMatch;RandomSort;RandomSortedMatch;HitRate;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{1, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1};2.722592;50.755810;10155952;{1,2,99,124,158,201,282,425,683,1195,2220,4268,8364,16556,32934,222,170,139,91,57,39,4,};22;3364564;554184;88;92;92;2263796;2263796;2263796;2810108;2263796;273200;273112;7.363008;1.450912;100000;1.171808;17.816769;0.711872;0.000686;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1};2.671488;81.893631;10153096;{1,2,4,8,16,29,40,40,40,56,77,99,124,158,201,282,425,683,1195,2220,4268,8364,16556,32934,222,170,139,91,57,39,4,};31;3361708;548560;124;128;128;2263796;2263796;2263796;2812768;2263796;274548;274424;9.512576;1.976928;100000;0.743616;22.871361;0.548736;0.000698;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2};2.364864;38.391682;9616608;{1,4,16,40,40,77,124,201,425,1195,4268,16556,222,139,57,4,};16;2825220;373960;64;64;64;2263796;2263796;2263796;2451068;2263796;93668;93604;25.173792;1.348672;100000;0.541440;11.226464;0.388000;0.000679;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{3, 5, 4, 4, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2};2.382080;37.121025;9618888;{1,8,40,124,425,1195,4268,16556,222,170,139,91,57,39,4,};15;2827500;376512;60;60;60;2263796;2263796;2263796;2450808;2263796;93536;93476;26.501408;1.305376;100000;0.831488;13.615168;0.575008;0.000668;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{1, 16, 2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1};2.572768;45.596512;10387992;{1,2,683,2220,8364,32934,222,170,91,57,39,4,};12;3596604;974120;48;52;52;2263796;2263796;2263796;2622332;2263796;179292;179244;34.461601;1.045472;100000;48.982944;13.194976;25.167200;0.000700;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{1, 16, 2, 2, 2, 1, 8};2.303040;23.795872;10378904;{1,2,683,2220,8364,32934,222,};7;3587516;968088;28;28;28;2263796;2263796;2263796;2619344;2263796;177788;177760;33.063393;0.823936;100000;46.913441;5.822752;25.399008;0.000700;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{1, 16, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1};2.394400;33.888737;10388896;{1,2,683,2220,8364,32934,222,170,139,91,57,39,4,};13;3597508;973880;52;56;56;2263796;2263796;2263796;2623464;2263796;179860;179808;33.862305;1.019936;100000;47.605438;10.401888;26.142624;0.000700;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{3, 5, 4, 4, 2, 2, 2, 2, 8};2.263264;27.360704;9608904;{1,8,40,124,425,1195,4268,16556,222,};9;2817516;370720;36;36;36;2263796;2263796;2263796;2446688;2263796;91464;91428;26.569056;1.082496;100000;0.689152;6.835776;0.571104;0.000670;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{3, 5, 4, 4, 2, 2, 2, 2, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1};2.378848;36.259201;9065952;{1,1,1,1,40,56,99,158,194,};9;2274564;6000;36;72;72;2263796;2263796;2263796;2268384;2263796;2312;2276;15.477088;8.732832;100000;8.820000;13.808672;8.182208;0.000668;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_tokyo_012016.txt;4.883744;576846;3.602336;{23, 1, 8};2.285024;16.416224;43337024;{1,33779,1559,};3;36414872;33824680;12;12;12;2307384;2307384;2307384;2590156;2307384;141392;141380;1150.778320;99.202179;100000;556.786316;3.264640;555.031189;0.000711;
